RecordID,ClubName,League/Country,BootsName,BootsMaterial,BootsBrand,BootsPack,BootsType,BootsPosition,BootsTopPlayers,PlayerName,PlayerPosition,PlayerNationality,PlayerMarketValue,,,,
1679742361-2049,LOSC Lille,Ligue 1,Mercurial Vapor XIII,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Angel Gomes,Attacking Midfielder,England,€13 million,,,,
1679742361-2050,LOSC Lille,Ligue 1,Mercurial Superfly 8,Flyknit,Nike,Blueprint,Speed,Attack,Cristiano Ronaldo,Rémy Cabella,Attacking Midfielder,France,€5 million,,,,
1679742361-2053,LOSC Lille,Ligue 1,Phantom GT,null,Nike,null,Control,Midfield,Erling Haaland,José Fonte,Center Back,Portugal,€1 million,,,,
1679742361-2055,LOSC Lille,Ligue 1,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Tiago Djaló,Center Back,Portugal,€12 million,,,,
1679742361-2059,LOSC Lille,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,Adam Jakubech,Goalkeeper,Slovakia,€0 million,,,,
1679742361-2060,LOSC Lille,Ligue 1,Phantom GT2,Flyknit,Nike,Shadow,null,Midfield,Erling Haaland,Benoît Costil,Goalkeeper,France,€2 million,,,,
1679742361-2068,RC Lens,Ligue 1,Phantom GT,null,Nike,Daybreak Pack,Control,Midfield,Erling Haaland,Seko Fofana,Central Midfielder,-,€30 million,,,,
1679742361-2074,RC Lens,Ligue 1,Mercurial Vapor XIII,Flyknit,Nike,Daybreak Pack,Speed,Attack,Cristiano Ronaldo,Jimmy Cabot,Right Midfielder,France,€4 million,,,,
1679742361-2075,RC Lens,Ligue 1,Mercurial Superfly 8,Flyknit,Nike,Dynamic Turquoise,Speed,Attack,Cristiano Ronaldo,Alexis Claude-Maurice,Attacking Midfielder,France,€5 million,,,,
1679742361-2089,RC Lens,Ligue 1,Tiempo Legend VIII,K Leather / Flyknit,Nike,null,Heritage,Defence,Virgil van Dijk,Wuilker Fariñez,Goalkeeper,Venezuela,€4 million,,,,
1679742361-2095,Clermont Foot,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Muhammed Cham,Attacking Midfielder,Austria,€4 million,,,,
1679742361-2098,Clermont Foot,Ligue 1,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Maxime Gonalons,Defensive Midfielder,France,€1 million,,,,
1679742361-2102,Clermont Foot,Ligue 1,Mercurial Vapor XII,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Jim Allevinah,Right Midfielder,Gabon,€2 million,,,,
1679742361-2108,Clermont Foot,Ligue 1,Magista Opus II,Kangalite,Nike,null,Control,Midfield,Gaëtan Charbonnier,Mehdi Zeffane,Right Back,Algeria,€1 million,,,,
1679742361-2118,Auxerre,Ligue 1,Mercurial Vapor IX,Synthetic,Nike,null,Speed,Attack,Cristiano Ronaldo,Nuno Da Costa,Center Forward,Cape Verde,€1 million,,,,
1679742361-2123,Auxerre,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,null,Speed,Attack,Cristiano Ronaldo,Gauthier Hein,Right Winger,France,€3 million,,,,
1679742361-2127,Auxerre,Ligue 1,Mercurial Vapor 14,Flyknit,Nike,Blueprint,Speed,Attack,Cristiano Ronaldo,Kévin Danois,Attacking Midfielder,France,€0 million,,,,
1679742361-2129,Auxerre,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Hamza Sakhi,Attacking Midfielder,Morocco,€2 million,,,,
1679742361-2133,Auxerre,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Birama Touré,Defensive Midfielder,Mali,€2 million,,,,
1679742361-2135,Auxerre,Ligue 1,Tiempo Legend 9,Kangaroo Leather,Nike,Generation,Modern C,Defence,Virgil van Dijk,Elisha Owusu,Defensive Midfielder,Ghana,€3 million,,,,
1679742361-2141,Auxerre,Ligue 1,Phantom GT2,Flyknit,Nike,Motivation,null,Midfield,Erling Haaland,Jubal,Center Back,Brazil,€2 million,,,,
1679742361-2149,AS Monaco,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Kevin Volland,Center Forward,Germany,€16 million,,,,
1679742361-2151,AS Monaco,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Gelson Martins,Right Winger,Portugal,€10 million,,,,
1679742361-2154,AS Monaco,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,Breel Embolo,Center Forward,Switzerland,€20 million,,,,
1679742361-2157,AS Monaco,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Eliot Matazo,Central Midfielder,Belgium,€7 million,,,,
1679742361-2158,AS Monaco,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Mohamed Camara,Defensive Midfielder,Mali,€25 million,,,,
1679742361-2160,AS Monaco,Ligue 1,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Jean Lucas,Central Midfielder,Brazil,€7 million,,,,
1679742361-2163,AS Monaco,Ligue 1,Mercurial Vapor 14,Flyknit,Nike,Blueprint,Speed,Attack,Cristiano Ronaldo,Aleksandr Golovin,Attacking Midfielder,Russia,€22 million,,,,
1679742361-2167,AS Monaco,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Ismail Jakobs,Left Back,Senegal,€7 million,,,,
1679742361-2171,AS Monaco,Ligue 1,Phantom GT2,Flyknit,Nike,Blueprint,null,Midfield,Erling Haaland,Malang Sarr,Center Back,France,€8 million,,,,
1679742361-2172,AS Monaco,Ligue 1,Phantom GT2 DF,Flyknit,Nike,Generation,null,Midfield,Erling Haaland,Axel Disasi,Center Back,France,€25 million,,,,
1679742361-2177,Angers SCO,Ligue 1,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Adrien Hunou,Center Forward,France,€4 million,,,,
1679742361-2180,Angers SCO,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Farid El Melali,Left Winger,Algeria,€1 million,,,,
1679742361-2191,Angers SCO,Ligue 1,Mercurial Superfly 8,Flyknit,Nike,Motivation Pack,Speed,Attack,Cristiano Ronaldo,Ibrahim Amadou,Defensive Midfielder,France,€2 million,,,,
1679742361-2194,Angers SCO,Ligue 1,Phantom GT2,Flyknit,Nike,null,null,Midfield,Erling Haaland,Cédric Hountondji,Center Back,Benin,€3 million,,,,
1679742361-2201,Angers SCO,Ligue 1,Mercurial Vapor 14,Flyknit,Nike,Shadow,Speed,Attack,Cristiano Ronaldo,Yan Valery,Right Back,Tunisia,€3 million,,,,
1679742361-2209,Ajaccio,Ligue 1,Mercurial Vapor 14,Flyknit,Nike,Blueprint,Speed,Attack,Cristiano Ronaldo,Kevin Spadanuda,Left Winger,Switzerland,€1 million,,,,
1679742361-2210,Ajaccio,Ligue 1,Mercurial Vapor 14,Flyknit,Nike,Black x Prism,Speed,Attack,Cristiano Ronaldo,Jean Botué,Left Winger,Burkina Faso,€1 million,,,,
1679742361-2215,Ajaccio,Ligue 1,Phantom GT2,Flyknit,Nike,Motivation,null,Midfield,Erling Haaland,Yoann Touzghar,Center Forward,Tunisia,€1 million,,,,
1679742361-2216,Ajaccio,Ligue 1,Mercurial Superfly 8,Flyknit,Nike,Tokyo Olympics,Speed,Attack,Cristiano Ronaldo,Riad Nouri,Right Winger,France,€0 million,,,,
1679742361-2218,Ajaccio,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,null,Speed,Attack,Cristiano Ronaldo,Florian Chabrolle,Attacking Midfielder,France,€0 million,,,,
1679742361-2219,Ajaccio,Ligue 1,Mercurial Vapor 14,Flyknit,Nike,Shadow,Speed,Attack,Cristiano Ronaldo,Michaël Barreto,Attacking Midfielder,France,€1 million,,,,
1679742361-2223,Ajaccio,Ligue 1,Tiempo Legend 9,Kangaroo Leather,Nike,Blueprint,Modern C,Defence,Virgil van Dijk,Vincent Marchetti,Central Midfielder,France,€3 million,,,,
1679742361-2224,Ajaccio,Ligue 1,Phantom VNM,Flyknit,Nike,Nuovo White,Striking,Attack,Erling Haaland,Mathieu Coutadeur,Central Midfielder,France,€0 million,,,,
1679742361-2227,Ajaccio,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Chaker Alhadhur,Left Back,-,€0 million,,,,
1679742361-2228,Ajaccio,Ligue 1,Mercurial Superfly 8,Flyknit,Nike,Renew,Speed,Attack,Cristiano Ronaldo,Mohamed Youssouf,Right Back,-,€0 million,,,,
1679742361-2229,Ajaccio,Ligue 1,Mercurial Vapor 14,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Clément Vidal,Center Back,France,€2 million,,,,
1679742361-2233,Ajaccio,Ligue 1,Mercurial Vapor XIII,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Mickaël Alphonse,Right Back,Guadeloupe,€0 million,,,,
1679742361-2234,Ajaccio,Ligue 1,Tiempo Legend 9,Kangaroo Leather,Nike,Renew,Modern C,Defence,Virgil van Dijk,Ghjuvanni Quilichini,Goalkeeper,France,€0 million,,,,
1679742361-2241,Paris Saint-Germain,Ligue 1,Zoom Mercurial Superfly 9,Vaporsite+,Nike,null,Speed,Attack,Cristiano Ronaldo,Kylian Mbappé,Center Forward,France,€180 million,,,,
1679742361-2243,Paris Saint-Germain,Ligue 1,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Danilo Pereira,Defensive Midfielder,Portugal,€12 million,,,,
1679742361-2247,Paris Saint-Germain,Ligue 1,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Warren Zaïre-Emery,Central Midfielder,France,€6 million,,,,
1679742361-2248,Paris Saint-Germain,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Vitinha,Central Midfielder,Portugal,€45 million,,,,
1679742361-2249,Paris Saint-Germain,Ligue 1,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Marco Verratti,Central Midfielder,Italy,€50 million,,,,
1679742361-2250,Paris Saint-Germain,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Nordi Mukiele,Right Back,France,€20 million,,,,
1679742361-2254,Paris Saint-Germain,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Presnel Kimpembe,Center Back,France,€40 million,,,,
1679742361-2255,Paris Saint-Germain,Ligue 1,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Marquinhos,Center Back,Brazil,€70 million,,,,
1679742361-2257,Olympique de Marseille,Ligue 1,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Vitinha,Center Forward,Portugal,€15 million,,,,
1679742361-2258,Olympique de Marseille,Ligue 1,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Cengiz Ünder,Right Winger,Turkey,€17 million,,,,
1679742361-2259,Olympique de Marseille,Ligue 1,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Alexis Sánchez,Center Forward,Chile,€5 million,,,,
1679742361-2260,Olympique de Marseille,Ligue 1,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Bartug Elmaz,Defensive Midfielder,Turkey,€0 million,,,,
1679742361-2263,Olympique de Marseille,Ligue 1,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,Valentin Rongier,Central Midfielder,France,€14 million,,,,
1679742361-2264,Olympique de Marseille,Ligue 1,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,Ruslan Malinovskyi,Attacking Midfielder,Ukraine,€18 million,,,,
1679742361-2270,Olympique de Marseille,Ligue 1,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Jonathan Clauss,Right Back,France,€15 million,,,,
1679742361-2274,Olympique de Marseille,Ligue 1,Mercurial Vapor 14,Flyknit,Nike,Progress,Speed,Attack,Cristiano Ronaldo,Nuno Tavares,Left Back,Portugal,€18 million,,,,
1679742361-2276,Olympique de Marseille,Ligue 1,Tiempo Legend 9,Kangaroo Leather,Nike,Blueprint,Modern C,Defence,Virgil van Dijk,Rubén Blanco,Goalkeeper,Spain,€3 million,,,,
1679742361-2279,KRC Genk,Mexico,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,Gerardo Arteaga,Left Back,Mexico,€7 million,,,,
1679742361-2281,Queens Park Rangers,Morocco,Zoom Mercurial Vapor 15,Vaporsite+,Nike,null,Speed,Attack,Cristiano Ronaldo,Ilias Chair,Attacking Midfielder,Morocco,€10 million,,,,
1679742361-2285,Royal Antwerp,Netherlands,Phantom GT2,Flyknit,Nike,Generation,null,Midfield,Erling Haaland,Vincent Janssen,Center Forward,Netherlands,€8 million,Watford,,,
1679742361-2286,Zenit,Other League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Aleksey Sutormin,Right Winger,Russia,€3 million,Venezia FC,,,
1679742361-2287,Zenit,Other League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Andrey Mostovoy,Left Winger,Russia,€4 million,Swansea City,,,
1679742361-2289,Zenit,Other League,Mercurial Superfly VI,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Mateo Cassierra,Center Forward,Colombia,€4 million,Stoke City,,,
1679742361-2291,Zenit,Other League,Mercurial Vapor 14,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Ivan Sergeev,Center Forward,Russia,€4 million,Spartak Moscow,,,
1679742361-2293,Zenit,Other League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Daler Kuzyaev,Central Midfielder,Russia,€10 million,S.P.A.L. 2013,,,
1679742361-2294,Zenit,Other League,Mercurial Vapor 14,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Wendel,Central Midfielder,Brazil,€22 million,Sheffield United,,,
1679742361-2297,Zenit,Other League,Mercurial Vapor XIII,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Nuraly Alip,Center Back,Kazakhstan,€1 million,FC Rostov,,,
1679742361-2299,Zenit,Other League,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Vyacheslav Karavaev,Right Back,Russia,€6 million,Queens Park Rangers,,,
1679742361-2300,Zenit,Other League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Douglas Santos,Left Back,Brazil,€16 million,Pescara Calcio,,,
1679742361-2301,Zenit,Other League,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,Dmitriy Chistyakov,Center Back,Russia,€3 million,Parma Calcio,,,
1679742361-2306,West Bromwich Albion,Other League,Mercurial Vapor 14,Flyknit,Nike,Spectrum Pack,Speed,Attack,Cristiano Ronaldo,Grady Diangana,Right Winger,England,€6 million,1. FC Nürnberg,,,
1679742361-2308,West Bromwich Albion,Other League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Karlan Grant,Center Forward,England,€6 million,Nîmes Olympique,,,
1679742361-2309,West Bromwich Albion,Other League,Phantom GT2,Flyknit,Nike,Motivation,null,Midfield,Erling Haaland,Tom Rogic,Attacking Midfielder,Australia,€1 million,New England Revolution,,,
1679742361-2310,West Bromwich Albion,Other League,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,Okay Yokuslu,Defensive Midfielder,Turkey,€3 million,AS Nancy Lorraine,,,
1679742361-2311,West Bromwich Albion,Other League,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Marc Albrighton,Right Midfielder,England,€2 million,Middlesbrough,,,
1679742361-2314,West Bromwich Albion,Other League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Nathaniel Chalobah,Defensive Midfielder,England,€3 million,Málaga CF,,,
1679742361-2315,West Bromwich Albion,Other League,Mercurial Superfly 8,Flyknit,Nike,Renew,Speed,Attack,Cristiano Ronaldo,Jake Livermore,Defensive Midfielder,England,€1 million,Lokomotiv Moscow,,,
1679742361-2317,West Bromwich Albion,Other League,Phantom VNM,Flyknit,Nike,null,Striking,Attack,Erling Haaland,Kean Bryan,Center Back,England,€1 million,Legia Warsaw,,,
1679742361-2318,West Bromwich Albion,Other League,Phantom GT,null,Nike,Daybreak Pack,Control,Midfield,Erling Haaland,Semi Ajayi,Center Back,Nigeria,€4 million,CD Leganés,,,
1679742361-2319,West Bromwich Albion,Other League,Tiempo Legend 9,Kangaroo Leather,Nike,null,Modern C,Defence,Virgil van Dijk,Kyle Bartley,Center Back,England,€1 million,UD Las Palmas,,,
1679742361-2320,West Bromwich Albion,Other League,Phantom GT DF,null,Nike,Daybreak Pack,Control,null,Erling Haaland,Conor Townsend,Left Back,England,€2 million,LA Galaxy,,,
1679742361-2321,West Bromwich Albion,Other League,Mercurial Vapor XIII,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Darnell Furlong,Right Back,England,€4 million,KRC Genk,,,
1679742361-2322,West Bromwich Albion,Other League,Tiempo Legend 9,Kangaroo Leather,Nike,Tokyo Olympics,Modern C,Defence,Virgil van Dijk,Erik Pieters,Center Back,Netherlands,€0 million,Krasnodar,,,
1679742361-2325,Watford,Other League,Mercurial Vapor 14,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Keinan Davis,Center Forward,England,€3 million,Hull City,,,
1679742361-2331,Watford,Other League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,Ismaïla Sarr,Right Winger,Senegal,€22 million,Granada CF,,,
1679742361-2332,Watford,Other League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Edo Kayembe,Defensive Midfielder,Congo Dr,€5 million,Girondins de Bordeaux,,,
1679742361-2334,Watford,Other League,Mercurial Vapor XIII,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Leandro Bacuna,Central Midfielder,Curaçao,€1 million,Genoa CFC,,,
1679742361-2335,Watford,Other League,Mercurial Superfly 8,Flyknit,Nike,Motivation Pack,Speed,Attack,Cristiano Ronaldo,Tom Cleverley,Central Midfielder,England,€1 million,Galatasaray,,,
1679742361-2337,Watford,Other League,Phantom VNM,Flyknit,Nike,Neighborhood,Striking,Attack,Erling Haaland,Dan Gosling,Central Midfielder,England,€1 million,Frosinone Calcio,,,
1679742361-2339,Watford,Other League,Mercurial Vapor 14,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Ken Sema,Left Midfielder,Sweden,€3 million,SD Eibar,,,
1679742361-2342,Watford,Other League,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Craig Cathcart,Center Back,Northern Ireland,€1 million,Deportivo La Coruña,,,
1679742361-2343,Watford,Other League,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Wesley Hoedt,Center Back,Netherlands,€4 million,SV Darmstadt 98,,,
1679742361-2346,Watford,Other League,Phantom GT,null,Nike,null,Control,Midfield,Erling Haaland,Kortney Hause,Center Back,England,€3 million,Córdoba CF,,,
1679742361-2349,Watford,Other League,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,Ben Hamer,Goalkeeper,England,€0 million,Cagliari Calcio,,,
1679742361-2351,Venezia FC,Other League,Mercurial Superfly 8,Flyknit,Nike,Motivation Pack,Speed,Attack,Cristiano Ronaldo,Riccardo Ciervo,Left Winger,Italy,€2 million,Burnley,,,
1679742361-2352,Venezia FC,Other League,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Daishawn Redan,Center Forward,Netherlands,€1 million,BSC Young Boys,,,
1679742361-2353,Venezia FC,Other League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Nicholas Pierini,Left Winger,Italy,€0 million,Brøndby IF,,,
1679742361-2354,Venezia FC,Other League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Denis Cheryshev,Left Winger,Russia,€2 million,Brescia Calcio,,,
1679742361-2355,Venezia FC,Other League,Mercurial Vapor IX,Synthetic,Nike,null,Speed,Attack,Cristiano Ronaldo,Dennis Johnsen,Left Winger,Norway,€1 million,Beşiktaş,,,
1679742361-2360,Venezia FC,Other League,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Tanner Tessmann,Central Midfielder,United States,€2 million,Arminia Bielefeld,,,
1679742361-2361,Venezia FC,Other League,Mercurial Vapor 14,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Gianluca Busio,Central Midfielder,United States,€5 million,APOEL,,,
1679742361-2363,Venezia FC,Other League,Phantom GT2,Flyknit,Nike,Blueprint,null,Midfield,Erling Haaland,Petko Hristov,Center Back,Bulgaria,€1 million,Amiens SC,,,
1679742361-2366,Venezia FC,Other League,Tiempo Legend VII,K Leather / Flyknit,Nike,null,Heritage,Defence,Virgil van Dijk,Marco Modolo,Center Back,Italy,€0 million,AEK Athens,,,
1679742361-2367,Venezia FC,Other League,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Francesco Zampano,Right Back,Italy,€1 million,Real Betis,,,
1679742361-2374,Venezia FC,Other League,Mercurial Vapor 14,Flyknit,Nike,Black,Speed,Attack,Cristiano Ronaldo,Niki Mäenpää,Goalkeeper,Finland,€0 million,,,,
1679742361-2377,Swansea City,Other League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Olivier Ntcham,Central Midfielder,Cameroon,€3 million,,,,
1679742361-2379,Swansea City,Other League,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,Kyle Naughton,Right Back,England,€0 million,,,,
1679742361-2383,Swansea City,Other League,Phantom GT2,Flyknit,Nike,Renew,null,Midfield,Erling Haaland,Andreas Söndergaard,Goalkeeper,Denmark,€0 million,,,,
1679742361-2385,Sunderland,Other League,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Lynden Gooch,Right Winger,United States,€1 million,,,,
1679742361-2389,Sunderland,Other League,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Joe Gelhardt,Center Forward,England,€8 million,,,,
1679742361-2391,Sunderland,Other League,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Alex Pritchard,Attacking Midfielder,England,€2 million,,,,
1679742361-2392,Sunderland,Other League,Tiempo Legend 9,Kangaroo Leather,Nike,null,Modern C,Defence,Virgil van Dijk,Luke O'Nien,Defensive Midfielder,England,€1 million,,,,
1679742361-2394,Sunderland,Other League,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Edouard Michut,Central Midfielder,France,€3 million,,,,
1679742361-2395,Sunderland,Other League,Tiempo Legend VIII,K Leather / Flyknit,Nike,null,Heritage,Defence,Virgil van Dijk,Aji Alese,Center Back,England,€1 million,,,,
1679742361-2398,Stoke City,Other League,Tiempo Legend 9,Kangaroo Leather,Nike,Focusrem,Modern C,Defence,Virgil van Dijk,Nick Powell,Attacking Midfielder,England,€1 million,,,,
1679742361-2399,Stoke City,Other League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Bersant Celina,Attacking Midfielder,Kosovo,€3 million,,,,
1679742361-2400,Stoke City,Other League,Tiempo Legend 9,Kangaroo Leather,Nike,null,Modern C,Defence,Virgil van Dijk,Ben Pearson,Central Midfielder,England,€3 million,,,,
